CustomerID,Recency,Frequency,Monetary,Cluster
12462.0,18,2,7.082204261557526,0
12463.0,52,4,7.204729049594601,0
12464.0,9,8,7.100893128209941,2
12465.0,16,2,6.610951732080795,0
12468.0,187,2,6.593783986707386,1
12471.0,1,30,9.894701568567964,2
12472.0,31,7,8.790742363252102,2
12473.0,28,5,8.278821782571185,2
12474.0,16,18,8.906093863622669,2
12475.0,53,1,6.585316116572351,0
12476.0,15,11,8.82723638014411,2
12477.0,22,6,9.489542087633343,2
12478.0,3,1,6.525014994979364,0
12479.0,10,1,6.269474999863032,0
12480.0,27,4,8.096400209353131,2
12481.0,22,10,8.630043190742814,2
12483.0,16,8,7.818422226986002,2
12484.0,32,6,8.421281230578023,2
12488.0,9,3,7.169857970780942,0
12489.0,335,1,5.816902804925467,1
12490.0,4,10,8.597653657970227,2
12491.0,38,1,6.134265345739653,0
12492.0,62,2,5.5767442414854775,0
12493.0,165,2,6.0747481512447195,1
12494.0,15,7,7.128576134926702,2
12497.0,81,1,6.950910549296065,0
12498.0,20,3,6.00314605188182,0
12500.0,22,11,8.356747405587967,2
12501.0,336,1,7.682662153888476,1
12502.0,95,5,8.222787230875806,2
12504.0,17,2,6.180120167963518,0
12506.0,232,1,4.310799125385514,1
12507.0,133,3,7.174578816863813,0
12508.0,25,2,5.989637879766574,0
12509.0,283,1,5.178970608915471,1
12510.0,142,2,6.8911888096735625,0
12512.0,65,2,4.9346897371814515,0
12513.0,112,1,6.418837907265026,0
12514.0,266,1,6.926262950537876,1
12515.0,352,1,5.95246380975825,1
12516.0,77,2,7.180115570136106,0
12517.0,27,5,7.825580832414862,2
12518.0,0,5,7.629436465014086,2
12519.0,63,1,5.83434279133577,0
12520.0,78,5,7.876737127834484,2
12521.0,142,1,6.39806234681208,0
12522.0,38,2,5.266413817535028,0
12523.0,18,11,7.490400973937009,2
12524.0,8,8,8.408877201532766,2
12526.0,0,3,7.183612715167257,0
12527.0,81,3,5.857104239599851,0
12528.0,8,6,7.567593835498341,2
12530.0,59,4,7.416546835435133,2
12531.0,14,1,4.838026416156094,0
12532.0,29,1,5.860301775655642,0
12534.0,130,1,6.9940980992041535,0
12535.0,91,2,6.575563866544399,0
12536.0,42,3,9.441676670894656,2
12538.0,28,1,5.899760357897641,0
12539.0,21,4,8.625033629522884,2
12540.0,19,17,9.503102518971122,2
12541.0,29,3,6.889774590946187,0
12544.0,35,1,5.923453336491439,0
12545.0,74,2,6.9091443138264115,0
12546.0,46,2,7.058328137461511,0
12547.0,197,2,5.341376856008484,1
12548.0,165,1,4.566429357671661,1
12550.0,78,1,6.872987835288763,0
12551.0,357,1,5.1298987149230735,1
12552.0,38,2,6.084089306213804,0
12553.0,7,10,8.214270231095687,2
12556.0,49,2,6.404749004268278,0
12557.0,15,5,9.391991704219834,2
12558.0,7,1,5.601971208509516,0
12559.0,310,2,6.33276439774036,1
12560.0,4,3,7.666226609492505,2
12561.0,302,1,5.480013727948073,1
12562.0,7,7,8.23820389374878,2
12564.0,260,1,6.12665081966305,1
12565.0,288,1,4.989888220951467,1
12566.0,85,1,5.865476063654188,0
12567.0,22,10,9.148707492038316,2
12569.0,1,32,8.324988557507531,2
12571.0,39,2,6.255001200981438,0
12572.0,8,2,6.928949094989139,0
12573.0,226,1,5.08475279001415,1
12574.0,315,1,5.391124416134243,1
12576.0,35,5,7.182982612166326,2
12577.0,34,3,6.490419998303485,0
12578.0,20,2,7.935769837637909,2
12579.0,77,1,6.0899968031722285,0
12580.0,246,1,6.032366538428407,1
12581.0,39,1,5.291846475417725,0
12582.0,238,2,6.239027502962935,1
12583.0,2,15,8.89321301083995,2
12584.0,3,9,7.757542894498013,2
12585.0,233,2,7.621244157199997,1
12586.0,16,1,5.2879639544685455,0
12587.0,7,1,4.976733742420574,0
12588.0,38,1,5.3748153375207615,0
12589.0,28,2,6.473396747218991,0
12590.0,210,2,9.196774773912752,2
12591.0,316,1,6.117766746972636,1
12592.0,91,2,6.083587835983788,0
12593.0,108,3,6.038109554931026,0
12594.0,37,10,8.113492525763553,2
12596.0,50,2,6.428541364981557,0
12597.0,18,4,8.245966975595675,2
12598.0,9,8,8.01436219197595,2
12599.0,28,7,6.940783782995926,2
12600.0,28,10,7.863282108506616,2
12601.0,189,5,6.359677669513258,1
12602.0,58,1,5.037731519757957,0
12603.0,21,1,6.606920419952056,0
12604.0,78,2,5.541969178493598,0
12607.0,59,1,7.3655028587473295,0
12609.0,77,3,7.0280684444921455,0
12610.0,22,5,7.6499497335130995,2
12611.0,51,1,7.085332264745334,0
12612.0,73,1,6.558254538791405,0
12613.0,56,5,8.115335568501695,2
12614.0,277,1,5.757639147446912,1
12615.0,1,4,7.73726297143202,2
12616.0,94,2,6.571303042160927,0
12617.0,28,1,5.876418387786464,0
12618.0,21,1,5.183523608545955,0
12619.0,15,9,8.200354155974704,2
12620.0,14,3,7.20073081629489,0
12621.0,1,20,9.524469857917655,2
12622.0,231,1,5.199049364889368,1
12623.0,275,1,5.723911845951367,1
12624.0,105,2,6.464790775403018,0
12625.0,211,2,7.895368965589599,1
12626.0,22,9,8.798074188898816,2
12627.0,10,7,8.407273409191232,2
12628.0,3,3,6.668812575758953,0
12630.0,9,2,7.1482513998271635,0
12631.0,56,1,6.463809184055691,0
12633.0,58,4,7.6801664025186325,2
12635.0,89,2,7.432590311121191,0
12637.0,66,8,8.70332414988414,2
12638.0,32,1,6.511284599453549,0
12639.0,238,1,6.188469440812497,1
12640.0,23,3,7.06951692181073,0
12641.0,114,1,5.230573714461517,0
12642.0,24,3,6.9219145615400475,0
12643.0,127,6,8.11541328460481,2
12644.0,129,1,6.171512688316606,0
12645.0,33,4,7.482220269767765,2
12646.0,4,2,7.206355036031724,0
12647.0,21,12,8.222505302105255,2
12648.0,154,1,5.765347830314356,1
12649.0,106,3,6.4369673422476765,0
12650.0,2,1,5.753968489569372,0
12651.0,334,1,4.74493212836325,1
12652.0,330,1,6.82543832049292,1
12653.0,148,2,7.701132335950876,2
12654.0,10,5,6.401884028681278,0
12656.0,16,5,8.30700781907883,2
12657.0,10,4,7.4049970586737315,2
12658.0,18,1,6.532407069777784,0
12659.0,29,1,4.529152699564175,0
12660.0,10,1,5.50573795739701,0
12662.0,0,11,8.256031004164345,2
12664.0,7,9,8.49349048870337,2
12665.0,324,1,4.1588830833596715,1
12667.0,57,1,6.431540399799522,0
12668.0,11,4,8.244898785891763,2
12669.0,150,3,7.917547282845659,2
12670.0,9,5,8.005383750527514,2
12672.0,329,1,5.424509391785796,1
12673.0,4,2,6.415947661051908,0
12674.0,38,4,7.586600674831223,2
12676.0,24,6,7.194729601037682,2
12678.0,41,12,9.777326645314199,2
12679.0,58,4,7.015730373647435,0
12680.0,0,4,6.761352837213469,0
12681.0,14,22,9.531593091360708,2
12682.0,3,31,9.416477734313304,2
12683.0,3,15,9.045179131116987,2
12684.0,7,7,7.733959364615189,2
12685.0,27,6,7.960002460651312,2
12686.0,371,1,4.501364017262502,1
12688.0,113,1,8.491836408313453,2
12689.0,25,2,7.1297862115656185,0
12690.0,205,1,5.966172379820607,1
12691.0,27,6,6.94389432559801,0
12693.0,126,4,6.753332895580138,0
12694.0,69,2,6.769263030204804,0
12695.0,6,4,6.368358698228111,0
12697.0,28,3,6.865463454791294,0
12700.0,7,4,8.505320994961897,2
12701.0,79,2,6.682997926190526,0
12702.0,19,1,5.393627546352362,0
12703.0,70,1,5.650908985049133,0
12704.0,6,8,7.758692224146705,2
12705.0,14,9,8.834816031986259,2
12707.0,291,1,6.404269320519532,1
12708.0,29,10,7.906145678459555,2
12709.0,14,15,9.18374174409217,2
12710.0,96,3,7.047534612510416,0
12712.0,28,13,8.388707334356674,2
12713.0,0,1,6.744706797531768,0
12714.0,8,5,8.45741346257719,2
12715.0,105,1,5.871723345495433,0
12716.0,3,2,6.960812516706486,0
12717.0,150,2,6.939234566008755,0
12718.0,70,1,5.477509030333064,0
12719.0,4,2,6.47072210140631,0
12720.0,2,25,8.662631168498326,2
12721.0,31,6,7.885001871924596,2
12722.0,84,4,6.906384339674138,0
12723.0,3,5,6.587646428909591,0
12724.0,4,4,6.9396511539657,0
12725.0,370,1,6.060990609756592,1
12726.0,27,7,7.867143813759015,2
12727.0,10,7,8.2894641427604,2
12728.0,70,4,6.7302182580203365,0
12729.0,113,1,6.118119224230488,0
12731.0,23,12,9.846753695617958,2
12732.0,179,1,5.469156586232957,1
12733.0,233,1,5.953113455724059,1
12734.0,352,1,4.713127327493184,1
12735.0,314,2,6.660024422032584,1
12736.0,332,1,5.459585514144159,1
12738.0,371,1,5.05209708390385,1
12739.0,77,2,6.921697631104842,0
12740.0,63,1,6.060524083039477,0
12743.0,133,2,6.305234599635373,0
12744.0,51,7,9.965536571182271,2
12747.0,1,11,8.342127645985029,2
12748.0,0,209,10.425868060754532,3
12749.0,3,5,8.316759801128319,2
12750.0,128,1,5.623584199327089,0
12752.0,80,1,8.38201014985595,2
12753.0,22,6,9.972565287088774,2
12754.0,235,3,8.010273263812737,1
12755.0,280,2,8.246158446737232,1
12756.0,86,1,4.72809553282539,0
12757.0,15,13,8.969300125921881,2
12758.0,116,2,7.934724759609325,2
12759.0,51,3,7.334616515331031,2
12762.0,7,2,7.549356501658852,2
12763.0,137,2,6.204719365671822,0
12764.0,316,1,7.435367220848186,1
12766.0,3,7,8.852325959921869,2
12769.0,238,1,7.042810509975002,1
12770.0,210,1,7.209673041460572,1
12772.0,59,1,6.795112758210396,0
12775.0,16,5,7.23492725912033,2
12778.0,19,6,6.713235627004493,0
12779.0,37,8,8.289629887368429,2
12781.0,63,2,6.718699095412067,0
12782.0,4,5,7.754447241564618,2
12783.0,1,6,7.708370253328926,2
12784.0,8,2,6.355100208942306,0
12785.0,363,1,5.74604343337071,1
12787.0,9,3,6.141305955347142,0
12789.0,64,1,4.530985287798715,0
12790.0,191,1,5.786651952478496,1
12791.0,373,1,5.265794174842477,1
12792.0,256,1,5.995307154825432,1
12793.0,334,2,6.303497710423594,1
12794.0,52,2,6.758570581561217,0
12795.0,18,1,6.067221159507229,0
12797.0,365,1,5.541381185297377,1
12798.0,9,3,8.85052335403181,2
12802.0,186,1,6.060477418394936,1
12808.0,36,3,6.183426980938617,0
12809.0,177,1,6.1950378441253156,1
12811.0,260,3,6.245816025546385,1
12812.0,44,1,5.440858053330147,0
12814.0,101,1,4.843556966714995,0
12815.0,147,2,6.970222907300612,0
12816.0,95,2,6.351234695954017,0
12817.0,280,1,5.118233304694274,1
12818.0,261,1,7.341535698070348,1
12820.0,2,4,6.849426769082011,0
12821.0,213,1,4.540311613639595,1
12822.0,70,2,6.856335660826602,0
12823.0,74,5,7.473353138595107,2
12824.0,59,1,5.986753467377863,0
12826.0,2,7,7.296901285267718,2
12827.0,5,3,6.066456057398334,0
12828.0,2,6,6.927273552128017,0
12829.0,336,2,5.683579767338681,1
12830.0,37,6,8.826975250212882,2
12831.0,261,1,5.3755098623779425,1
12832.0,31,2,5.950720674536128,0
12833.0,144,1,6.0363901104609745,0
12834.0,282,1,5.7474165116762626,1
12836.0,58,4,7.868583334984023,2
12837.0,172,1,4.906015244966153,1
12838.0,33,2,6.528147958043258,0
12839.0,2,14,8.629167388389371,2
12840.0,143,4,7.911239704558553,2
12841.0,4,25,8.299870167916959,2
12842.0,69,2,7.0210750356778515,0
12843.0,65,8,7.440299340765267,2
12844.0,28,2,5.789837839256022,0
12845.0,266,4,5.8723712784711255,1
12847.0,21,1,6.771408498297926,0
12849.0,30,2,6.958343825092948,0
12851.0,96,1,4.9139775400548205,0
12852.0,294,1,5.744764456377822,1
12853.0,134,6,7.579729894309281,2
12854.0,78,3,7.18954502572908,0
12855.0,372,1,3.66612246699132,1
12856.0,7,6,7.687506670317465,2
12857.0,210,2,7.009770204388867,1
12863.0,51,1,6.258050656265029,0
12864.0,137,1,4.998022756045412,0
12865.0,25,2,7.358340332174572,2
12866.0,282,1,6.3281510464875765,1
12867.0,25,7,8.30346022135619,2
12868.0,185,6,7.3827837624756185,1
12871.0,83,2,5.9444777558836455,0
12872.0,326,2,6.398545016483998,1
12873.0,281,1,5.926926025970411,1
12875.0,142,2,5.841310038608051,0
12876.0,57,2,7.704820935960926,2
12877.0,3,12,7.337438090181038,2
12878.0,235,2,6.752258693830513,1
12879.0,44,3,6.353012598149689,0
12881.0,275,1,5.700443573390687,1
12882.0,8,2,7.288955016552379,0
12883.0,24,4,6.5574457470395595,0
12884.0,87,1,5.736733574795887,0
12885.0,62,3,7.0700611857921905,0
12886.0,67,2,7.229403900997191,0
12888.0,213,2,5.87245576052578,1
12890.0,23,1,5.944032210673093,0
12891.0,185,3,5.805134968916488,1
12893.0,30,1,5.242487481587366,0
12895.0,41,2,5.923720895021463,0
12897.0,204,2,5.382198850528739,1
12901.0,8,28,9.778804894130932,2
12902.0,264,1,4.939354092091292,1
12904.0,17,2,6.235547334435847,0
12906.0,11,5,7.979616254055095,2
12908.0,175,2,6.621405651764134,1
12909.0,39,5,7.686928768177821,2
12910.0,22,8,8.031398334442155,2
12912.0,2,5,7.416558859796489,2
12913.0,4,5,7.817879034084852,2
12915.0,148,2,5.898937989430242,0
12916.0,138,4,8.008748065349305,2
12917.0,127,1,6.38856140554563,0
12919.0,7,6,7.197577559553778,2
12920.0,16,1,5.1073384426629,0
12921.0,8,37,9.716440246960428,2
12922.0,160,1,6.007288682454868,1
12923.0,63,1,5.181614996761894,0
12924.0,87,4,6.840225622188537,0
12925.0,4,2,6.5439837854231016,0
12928.0,34,5,7.632255767200078,2
12929.0,311,1,4.777862193806203,1
12930.0,77,2,6.032606490439157,0
12931.0,21,15,10.646780168946005,2
12933.0,23,3,6.411046212773516,0
12935.0,1,7,7.678650228164007,2
12936.0,16,4,6.970636177021338,0
12937.0,14,4,7.316727563085719,2
12938.0,25,1,4.7461487792476635,0
12939.0,63,8,9.357276518099342,2
12940.0,54,2,6.818421206622862,0
12942.0,130,3,6.529272842203859,0
12944.0,35,2,6.406071078133402,0
12945.0,287,1,6.139776787799188,1
12947.0,143,6,7.380872805015112,2
12948.0,15,7,7.63334544803145,2
12949.0,30,8,8.335244365149629,2
12950.0,1,3,7.519692404116539,2
12951.0,8,6,6.970795803683085,2
12952.0,5,4,7.236188143419333,2
12953.0,9,1,5.801665100458068,0
12955.0,0,11,8.46761631787212,2
12956.0,305,1,4.691989877940651,1
12957.0,9,8,8.298673931566155,2
12962.0,6,2,5.588708266810736,0
12963.0,7,8,7.527056760684021,2
12965.0,88,1,6.65016261231351,0
12966.0,9,1,5.0825217528963655,0
12967.0,357,2,7.415716805133478,1
12968.0,111,1,4.919615895709087,0
12970.0,6,4,6.116421786512366,0
12971.0,3,86,9.322857120608939,3
12974.0,197,1,4.982235819574558,1
12976.0,211,1,6.60610949951297,1
12977.0,155,1,3.6948615257914836,1
12980.0,157,9,8.905973207660795,2
12981.0,29,2,5.922168058105325,0
12982.0,242,1,5.970087681348397,1
12984.0,18,1,4.590056548178043,0
12985.0,0,2,7.123173063265281,0
12987.0,73,2,6.327400925897314,0
12988.0,291,1,6.284730997853663,1
12989.0,2,15,8.842909215405916,2
12990.0,30,3,6.017375928892483,0
12991.0,22,2,6.22408306878471,0
12993.0,22,4,6.030108170700187,0
12994.0,3,3,6.882868147474188,0
12995.0,84,1,5.358094570583897,0
12997.0,21,4,7.113052528147638,0
12999.0,195,3,6.124420774356607,1
13000.0,106,3,6.283854271159006,0
13001.0,3,13,9.192158071241616,2
13002.0,317,1,4.803611124661929,1
13003.0,105,3,5.010968571886377,0
13004.0,11,18,8.640633085723934,2
13005.0,173,2,6.243584206658709,1
13006.0,55,1,4.413646418429337,0
13008.0,322,1,5.440120702122399,1
13011.0,371,1,3.942552210462969,1
13012.0,8,8,7.4162822628986245,2
13013.0,0,13,8.478855608188903,2
13014.0,10,10,8.151125703889235,2
13015.0,52,5,8.115903354718549,2
13016.0,72,3,6.673158893621945,0
13017.0,6,1,5.3230099791384085,0
13018.0,15,28,8.892707553816384,2
13021.0,3,9,7.869929096421559,2
13023.0,63,2,6.537995095494749,0
13026.0,0,5,6.883831370862763,0
13027.0,113,6,8.841158975945264,2
13028.0,22,2,6.49574882283055,0
13029.0,30,3,7.129698109719828,0
13030.0,10,2,6.685211547739895,0
13032.0,51,2,6.918873244715984,0
13033.0,356,1,5.255148871146658,1
13034.0,54,2,6.467341519456512,0
13035.0,73,2,6.827499215216475,0
13037.0,137,3,6.782271417936915,0
13038.0,79,3,6.812851016782114,0
13040.0,8,2,6.519132538569087,0
13043.0,272,1,6.248854923817375,1
13044.0,290,1,6.330558344434147,1
13045.0,98,1,5.724499716244923,0
13046.0,30,2,6.446211761854101,0
13047.0,31,10,8.082877889943946,2
13048.0,13,4,7.515840091091689,2
13049.0,63,2,6.488718490843878,0
13050.0,14,17,8.672119570311168,2
13052.0,211,1,5.8555016292920445,1
13055.0,77,3,7.102836747411359,0
13058.0,24,3,5.607271574275358,0
13059.0,249,1,5.2171073111224935,1
13060.0,253,1,5.731819083350057,1
13061.0,71,1,5.519899699795292,0
13062.0,190,1,5.85214500685857,1
13064.0,12,4,7.02152136861392,0
13065.0,372,1,5.3320422359496575,1
13066.0,23,2,6.1565551669735745,0
13067.0,81,1,4.757547866408974,0
13068.0,9,2,5.84354441703136,0
13069.0,0,24,8.39776079631407,2
13070.0,191,1,5.437209365414655,1
13072.0,266,1,5.182625892051845,1
13075.0,129,1,6.825036493805135,0
13077.0,0,4,6.5934143287736715,0
13078.0,2,26,9.443746284664895,2
13079.0,3,5,5.3986150878634005,0
13080.0,178,1,4.078892457663179,1
13081.0,11,11,10.251972348590337,2
13082.0,125,9,8.192744778040643,2
13083.0,3,2,5.719491768361381,0
13085.0,157,2,6.0332780499213925,1
13089.0,2,97,10.982353322333951,3
13090.0,8,14,9.095133764476559,2
13091.0,27,1,5.848805913370403,0
13092.0,70,5,6.171345628362577,0
13093.0,275,8,8.966160858120457,2
13094.0,20,12,7.564404436501881,2
13095.0,70,1,4.32280727501391,0
13097.0,32,10,8.701416272499749,2
13098.0,0,28,10.271023699486712,2
13099.0,98,1,5.33926735287699,0
13101.0,233,1,4.626833825624118,1
13102.0,0,24,8.767965917447414,2
13103.0,39,1,5.501013282593141,0
13104.0,2,6,7.0025926197429715,2
13106.0,132,1,4.350277936359301,1
13107.0,43,4,7.334733968170588,2
13108.0,372,1,5.8609571490281995,1
13109.0,59,2,6.668914163060628,0
13110.0,30,7,7.306309897899894,2
13113.0,0,24,9.41303302190997,2
13115.0,11,4,7.7388279340332105,2
13116.0,137,1,6.218878965272838,0
13117.0,21,8,6.893565072546089,2
13118.0,19,5,7.089084677082725,2
13120.0,238,1,3.4531571205928664,1
13121.0,268,1,5.6515413628105104,1
13122.0,93,2,6.828051680471256,0
13124.0,89,3,8.26031962543717,2
13126.0,4,8,7.6499973391858,2
13127.0,77,1,5.561335263505108,0
13130.0,93,1,4.174387269895637,0
13131.0,22,3,6.979424565672496,0
13132.0,261,1,4.360547602996758,1
13133.0,273,2,4.707726774313183,1
13134.0,85,4,7.4925262902571115,2
13135.0,196,1,8.038189179973203,2
13136.0,55,5,7.866572791402729,2
13137.0,10,8,8.202868673351237,2
13138.0,21,6,6.870458314237744,0
13139.0,15,7,8.530294986827844,2
13140.0,107,3,6.051430128275416,0
13141.0,84,5,7.778944036943872,2
13142.0,18,1,5.7303919480814,0
13144.0,332,1,4.718052343044764,1
13145.0,39,4,6.428944984648157,0
13146.0,25,1,5.437687927995845,0
13147.0,9,4,6.57060281105606,0
13148.0,28,12,8.21828028862164,2
13149.0,13,4,7.424797539358498,2
13151.0,295,1,7.1379697721602025,1
13153.0,5,1,6.188715766456242,0
13155.0,32,4,6.880137391945464,0
13157.0,48,4,7.462915441057162,2
13158.0,94,4,7.091792030654675,0
13159.0,8,4,7.271599462399201,2
13160.0,21,1,4.530446639792155,0
13161.0,312,1,4.7340030578310595,1
13162.0,121,4,7.432063601299488,2
13165.0,45,2,6.929986327823459,0
13166.0,282,1,6.035959786994534,1
13167.0,18,4,6.674977971699642,0
13168.0,35,4,7.185530944616075,0
13169.0,63,2,6.570714880987815,0
13170.0,26,1,4.7622594012308666,0
13171.0,21,3,6.151476586982076,0
13173.0,3,2,5.871131387648096,0
13174.0,15,3,7.943793338250078,2
13176.0,45,1,6.202211578085641,0
13177.0,64,1,5.6470357407703125,0
13178.0,25,11,8.652854564021988,2
13182.0,44,1,4.805495367221621,0
13183.0,7,9,8.283691175973804,2
13184.0,14,10,7.439729682398054,2
13185.0,267,1,4.282206299391671,1
13186.0,39,3,7.363209831835215,2
13187.0,336,1,5.4681445257603025,1
13188.0,10,1,4.750135956238277,0
13189.0,18,2,5.567122383230129,0
13192.0,94,2,6.81667016102037,0
13193.0,60,1,4.778114580969449,0
13194.0,135,1,4.122283930911342,1
13196.0,10,4,7.494863936311281,2
13198.0,9,6,8.132189317204716,2
13199.0,3,38,9.191984936991869,2
13200.0,18,4,6.769745301020691,0
13203.0,9,4,6.769021807549381,0
13207.0,14,2,5.526488259576272,0
13208.0,58,6,7.11061448699364,2
13209.0,29,8,8.681454302434092,2
13210.0,93,1,5.8706519268912345,0
13211.0,9,3,7.088759301542255,0
13212.0,19,3,6.670867709875668,0
13213.0,56,5,7.327504547645857,2
13216.0,267,1,5.813354111085492,1
13217.0,121,3,6.282229363019668,0
13218.0,126,1,4.153242203469586,1
13220.0,77,4,6.7096579362724444,0
13221.0,239,2,6.743364009514037,1
13223.0,199,2,5.101085197018328,1
13224.0,59,2,7.676450465777419,2
13225.0,2,7,8.774133542253146,2
13226.0,272,1,4.693272634209637,1
13227.0,201,1,5.5556690891919835,1
13228.0,80,1,5.883322388488279,0
13229.0,225,1,5.087287645617338,1
13230.0,3,14,7.940217081327946,2
13232.0,12,7,7.214210036757201,2
13233.0,73,2,6.407077986267962,0
13235.0,211,1,6.939321773198559,1
13236.0,24,2,6.614524507599939,0
13238.0,16,4,6.553548714657728,0
13239.0,261,1,5.800788185931274,1
13240.0,95,4,6.499260586313608,0
13242.0,111,3,5.603593747400769,0
13243.0,202,1,6.3987114002985646,1
13244.0,92,1,4.810068296960951,0
13245.0,50,1,6.067267510523482,0
13246.0,17,6,7.595035281264035,2
13247.0,17,4,6.218839134950008,0
13248.0,124,2,6.145643797955656,0
13249.0,91,3,6.56865358837482,0
13253.0,156,2,6.9386723816168585,0
13255.0,8,2,5.992738734985712,0
13258.0,11,3,6.550480154971372,0
13259.0,61,1,5.681264163225599,0
13260.0,60,1,6.325469456665338,0
13261.0,268,2,6.8512907420010105,1
13262.0,262,1,5.3047466543129405,1
13263.0,0,35,8.916649616826117,2
13265.0,52,5,7.653807953637001,2
13266.0,10,12,8.251992508113439,2
13267.0,2,19,8.416818006100614,2
13268.0,17,11,8.075797232617925,2
13269.0,0,15,8.584333948798262,2
13270.0,365,1,6.3818160174060985,1
13271.0,36,1,5.38623666458592,0
13272.0,30,2,5.626037126031348,0
13273.0,112,1,4.941499555261394,0
13276.0,63,2,6.383388384649479,0
13277.0,15,4,5.5583712718823435,0
13278.0,40,1,6.298452800117238,0
13279.0,77,1,4.932673752626544,0
13280.0,121,3,6.704242771617076,0
13282.0,17,3,7.032747819149021,0
13283.0,59,2,4.5502915244781015,0
13284.0,330,1,5.309207849379209,1
13285.0,22,4,7.904748193336201,2
13291.0,155,1,5.8919480330707374,1
13292.0,38,2,6.362924649913461,0
13294.0,189,2,6.773926699344786,1
13295.0,359,1,5.309257306586371,1
13296.0,136,1,4.481871969643598,1
13297.0,7,4,7.645325960844005,2
13298.0,0,1,5.8888779583328805,0
13299.0,267,1,4.966335035199676,1
13300.0,168,1,5.921283469984221,1
13301.0,103,4,6.428250657915328,0
13302.0,154,1,4.1705337005796475,1
13304.0,350,1,5.7085046409915305,1
13305.0,3,10,7.601832027360015,2
13307.0,119,1,2.772588722239781,1
13308.0,22,3,7.23454507743516,0
13309.0,6,5,7.2846768692730555,2
13310.0,27,3,7.032650739053453,0
13311.0,3,2,6.396212731621162,0
13313.0,21,5,7.35007933912113,2
13314.0,1,3,6.655363127308804,0
